Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-February-2020,90.60,90.90,87.65,87.90,88.373328528018523501,405107,4313,35800654.00,204612,50.51,3.25,-2.70
11-February-2020,91.00,91.30,90.25,90.60,90.763822381079886170,160591,2886,14575853.00,69336,43.18,1.05,-0.40
10-February-2020,91.65,91.90,90.60,90.75,91.008072927829454041,139974,2345,12738764.00,62818,44.88,1.30,-0.90
7-February-2020,92.00,92.50,91.20,91.65,91.882466497345624546,205133,3282,18848126.00,85812,41.83,1.30,-0.35
6-February-2020,92.70,93.45,91.50,91.75,92.202348376557075760,293820,4509,27090894.00,130401,44.38,1.95,-0.95
5-February-2020,92.00,93.45,91.00,92.65,92.552764149290345190,365248,4979,33804712.00,121110,33.16,2.45,0.65
4-February-2020,93.50,94.55,91.50,91.90,92.836234446344980906,417426,7466,38752258.00,239868,57.46,3.05,-1.60
3-February-2020,93.45,96.50,91.20,92.05,93.386274240132031357,290840,4008,27160464.00,133419,45.87,5.30,-1.40
1-February-2020,97.40,97.60,92.55,93.60,95.563841386635902558,284314,3250,27170138.00,111097,39.08,5.05,-3.80
31-January-2020,97.00,97.60,96.05,96.45,96.567159577369588160,168658,2246,16286824.00,56427,33.46,1.55,-0.55
30-January-2020,99.00,99.65,96.20,96.65,97.034086928965758793,239828,4146,23271491.00,99260,41.39,3.45,-2.35
29-January-2020,99.70,100.70,98.70,98.85,99.367178148656709247,249797,3205,24821623.00,104912,42.00,2.00,-0.85
28-January-2020,101.50,102.50,99.05,99.75,100.740994098220856506,487819,8309,49143371.00,122330,25.08,3.45,-1.75
27-January-2020,99.50,100.95,98.40,98.70,99.496355451136048564,274108,5223,27272747.00,92346,33.69,2.55,-0.80
24-January-2020,100.90,101.60,98.40,98.75,100.144932193027553529,575752,9972,57658645.00,291788,50.68,3.20,-2.15
23-January-2020,100.15,102.90,98.75,99.00,100.559369188581514829,475895,4790,47855701.00,192426,40.43,4.15,-1.15
22-January-2020,102.30,102.50,97.50,97.85,98.657015994289747464,501554,11462,49481821.00,256088,51.06,5.00,-4.45
21-January-2020,102.45,102.65,101.35,101.70,101.921762125566572607,191723,3899,19540746.00,71554,37.32,1.30,-0.75
20-January-2020,104.30,105.25,102.20,102.65,103.438255845001335057,333319,8927,34477936.00,94287,28.29,3.05,-1.65
17-January-2020,104.00,104.80,102.70,103.20,103.748020244120273891,235130,6093,24394272.00,85154,36.22,2.10,-0.80
16-January-2020,105.05,106.00,103.50,104.05,104.890350617617964608,236554,5746,24812232.00,99739,42.16,2.50,-1.00
15-January-2020,105.00,105.25,103.55,104.40,104.242783798673191146,216007,5487,22517171.00,68019,31.49,1.70,-0.60
14-January-2020,104.15,106.00,103.20,104.85,104.557476849139782723,435297,9323,45513556.00,101382,23.29,2.80,0.70
13-January-2020,106.55,106.55,103.70,104.15,104.518132800171479043,270587,3725,28281248.00,93246,34.46,2.85,-2.40
10-January-2020,108.90,109.10,105.05,106.15,106.917011805605536181,458511,5827,49022626.00,139729,30.47,4.05,-2.75
9-January-2020,103.30,109.40,103.30,106.30,106.220123578022931374,1669067,17019,177288503.00,314568,18.85,6.10,3.00
8-January-2020,100.00,100.00,97.00,99.25,98.822498769886829588,731640,9390,72302493.00,218932,29.92,3.00,-0.75
7-January-2020,108.90,108.90,100.65,101.50,103.322417702357672342,615692,11565,63614786.00,234755,38.13,8.25,-7.40
6-January-2020,105.00,110.60,101.50,105.00,106.105429377933369239,831808,15023,88259345.00,220721,26.54,9.10,0.00
3-January-2020,112.70,113.05,105.60,106.15,107.915226849653079161,915915,11386,98841175.00,370078,40.41,7.45,-6.55
2-January-2020,116.35,117.30,111.55,113.90,113.881567727123647097,518330,10168,59028233.00,120334,23.22,5.75,-2.45
1-January-2020,113.00,120.00,113.00,116.40,116.673066861364606689,1599743,16586,186646922.00,589366,36.84,7.00,3.40
31-December-2019,111.05,117.80,111.05,112.70,114.006774105549435560,1440633,15962,164241921.00,283379,19.67,6.75,1.65
30-December-2019,103.80,119.20,103.80,110.45,112.525816360433787659,2675687,29520,301083864.00,491757,18.38,15.40,6.65
27-December-2019,96.75,104.85,96.60,103.70,101.609934194921041093,1112984,12659,113090231.00,324189,29.13,8.25,6.95
26-December-2019,95.60,98.40,94.95,96.25,96.923647281365475980,454640,6184,44065367.00,137949,30.34,3.45,0.65
24-December-2019,92.85,96.20,92.85,94.80,95.064696898551961942,421674,4420,40086311.00,123143,29.20,3.35,1.95
23-December-2019,95.10,96.50,92.40,92.85,93.771304412150056482,797593,7809,74791336.00,231919,29.08,4.10,-2.25
20-December-2019,99.55,99.55,95.70,96.00,96.709828272048122635,463815,4729,44855469.00,237650,51.24,3.85,-3.55
19-December-2019,100.00,100.95,99.00,99.30,99.762599637504628637,205244,2288,20475675.00,86373,42.08,1.95,-0.70
18-December-2019,102.10,102.15,99.50,99.90,100.273990081620002066,387160,5118,38822078.00,176619,45.62,2.65,-2.20
17-December-2019,103.25,104.00,101.55,102.05,102.817394390515289874,208504,1984,21437838.00,125236,60.06,2.45,-1.20
16-December-2019,104.45,104.45,103.10,103.35,103.565409640252542863,134789,1146,13959478.00,63866,47.38,1.35,-1.10
13-December-2019,104.60,105.40,102.80,104.05,103.874697323149675087,315931,3560,32817237.00,75318,23.84,2.60,-0.55
12-December-2019,103.95,104.50,102.30,102.50,102.945956081247233561,162664,2246,16745601.00,80531,49.51,2.20,-1.45
11-December-2019,105.00,105.55,102.10,103.75,104.061144917026620844,190302,2384,19803044.00,69541,36.54,3.45,-1.25
10-December-2019,105.90,106.20,104.00,104.30,104.905024487308451976,136193,1742,14287330.00,55795,40.97,2.20,-1.60
9-December-2019,106.35,107.80,105.20,105.60,106.195594281331434097,209909,2457,22291411.00,70536,33.60,2.60,-0.75
6-December-2019,108.75,108.75,105.50,106.25,106.933717250045357721,148817,2302,15913555.00,65746,44.18,3.25,-2.50
5-December-2019,108.15,111.70,106.25,107.65,108.854286072286039950,494812,6471,53862407.00,95454,19.29,5.45,-0.50
4-December-2019,102.15,111.75,101.70,108.85,108.120988336861655661,1016536,9601,109908877.00,351483,34.58,10.05,6.70
3-December-2019,104.10,104.20,100.10,102.75,102.070070259309423241,386141,4288,39413439.00,154280,39.95,4.10,-1.35
2-December-2019,105.50,105.80,103.40,103.75,104.046172367049519680,204343,3073,21261107.00,89915,44.00,2.40,-1.75
29-November-2019,105.00,106.80,104.10,105.35,105.371497775410990672,349278,4480,36803946.00,97381,27.88,2.70,0.35
28-November-2019,104.50,106.35,104.05,105.10,105.173492246954624555,308008,3803,32394277.00,96543,31.34,2.30,0.60
27-November-2019,103.60,107.80,103.60,104.00,105.396970078998491722,658367,7657,69389887.00,227158,34.50,4.20,0.40
26-November-2019,110.20,111.00,105.50,105.85,107.536203147996890672,506862,4974,54506015.00,233470,46.06,5.50,-4.35
25-November-2019,109.50,113.80,106.30,109.65,110.235300490567184450,756879,8565,83434784.00,229119,30.27,7.50,0.15
22-November-2019,107.90,111.95,106.65,109.50,108.476996379648404301,298866,3656,32420086.00,95191,31.85,5.30,1.60
21-November-2019,111.45,111.95,107.35,107.70,108.995929470016220033,257706,4786,28088905.00,112991,43.84,4.60,-3.75
20-November-2019,110.70,113.50,110.00,111.15,111.617703629041739231,637937,8855,71205063.00,216740,33.98,3.50,0.45
19-November-2019,110.00,111.35,107.55,109.40,109.297329564349850349,601400,7197,65731414.00,239264,39.78,3.80,-0.60
18-November-2019,107.30,108.00,105.55,106.00,106.783049058723934112,263419,4590,28128684.00,113204,42.97,2.45,-1.30
15-November-2019,107.00,108.30,106.10,106.45,107.004438577475279000,330286,3182,35342068.00,131480,39.81,2.20,-0.55
14-November-2019,109.30,110.80,105.80,106.95,107.878875916221638112,899755,9564,97064558.00,272145,30.25,5.00,-2.35
13-November-2019,115.40,115.85,113.15,113.70,114.573009545256281508,295749,3010,33884853.00,142561,48.20,2.70,-1.70
11-November-2019,113.30,116.00,112.10,115.05,114.245695670626560474,261539,5372,29879705.00,110914,42.41,3.90,1.75
8-November-2019,114.00,115.70,113.00,113.20,113.997097962909900244,300134,4636,34214405.00,120898,40.28,2.70,-0.80
7-November-2019,115.95,115.95,114.10,114.60,114.782524271844660194,190550,4022,21871810.00,75906,39.84,1.85,-1.35
6-November-2019,116.95,116.95,114.50,114.95,115.333810076249346876,225838,2932,26046757.00,88409,39.15,2.45,-2.00
5-November-2019,114.05,120.25,113.10,116.90,117.239404574576471331,728286,9192,85383817.00,192803,26.47,7.15,2.85
4-November-2019,117.90,118.00,114.10,114.70,115.708948004160561899,357644,4455,41382611.00,181417,50.73,3.90,-3.20
1-November-2019,118.00,121.45,116.30,117.90,118.648125114193756939,853812,10502,101303193.00,281523,32.97,5.15,-0.10
31-October-2019,114.25,116.00,113.40,115.15,114.640458799332492731,402093,7316,46096126.00,152098,37.83,2.60,0.90
30-October-2019,116.50,117.20,113.00,113.95,115.132466640311594719,462909,7781,53295855.00,205088,44.30,4.20,-2.55
29-October-2019,112.40,118.00,111.00,115.55,114.502605724834640620,979382,13117,112141791.00,273514,27.93,7.00,3.15
27-October-2019,108.00,111.25,106.50,110.75,109.630547578195964730,435956,5110,47794095.00,208296,47.78,4.75,2.75
25-October-2019,113.50,113.50,101.50,104.40,106.436425691616298280,1470830,23824,156549888.00,575899,39.15,12.00,-9.10
24-October-2019,117.45,118.00,114.00,114.55,115.775561238493140539,459074,5128,53149550.00,175903,38.32,4.00,-2.90
23-October-2019,116.50,119.00,115.30,115.65,116.617629855188401309,465018,10840,54229297.00,203162,43.69,3.70,-0.85
22-October-2019,120.25,120.35,116.60,117.00,118.007890351921221764,399095,6771,47096359.00,201350,50.45,3.75,-3.25
18-October-2019,121.70,121.70,119.00,119.50,120.065186006110345653,333860,5021,40084963.00,152555,45.69,2.70,-2.20
17-October-2019,120.45,123.50,119.60,122.30,121.841761764229960163,389337,6052,47437506.00,107217,27.54,3.90,1.85
16-October-2019,122.50,122.95,119.25,119.65,120.647138659731418070,272617,4770,32890461.00,94335,34.60,3.70,-2.85
15-October-2019,123.40,123.50,120.00,121.95,122.358490791390965769,251178,4539,30733761.00,97682,38.89,3.50,-1.45
14-October-2019,121.50,125.20,119.95,122.40,122.919134193179546807,465277,5969,57191446.00,139016,29.88,5.25,0.90
11-October-2019,124.60,125.85,120.10,121.45,122.681248907659326874,452011,7818,55453274.00,148040,32.75,5.75,-3.15
10-October-2019,117.80,125.40,115.00,123.90,120.175781619861003276,844912,9512,101537960.00,211568,25.04,10.40,6.10
9-October-2019,119.50,120.00,114.90,117.20,116.938108056257132515,505607,6817,59124726.00,199965,39.55,5.10,-2.30
7-October-2019,122.50,123.00,118.00,119.30,120.041504469257226202,405884,5567,48722926.00,150900,37.18,5.00,-3.20
4-October-2019,125.00,125.00,121.60,122.30,123.049983197302297913,258887,3854,31856041.00,117196,45.27,3.40,-2.70
3-October-2019,125.00,125.50,123.00,124.00,124.280669591794145694,378559,5316,47047566.00,137142,36.23,2.50,-1.00
1-October-2019,125.95,128.00,121.00,122.85,124.511161010427999044,602992,10594,75079234.00,255965,42.45,7.00,-3.10
30-September-2019,128.35,128.90,124.40,125.15,125.565516858726493159,522667,6483,65628952.00,217129,41.54,4.50,-3.20
27-September-2019,131.90,132.05,127.10,127.75,129.715868111748647279,611730,12314,79351088.00,241892,39.54,4.95,-4.15
26-September-2019,130.70,133.20,129.10,132.00,131.167675566677779964,995804,12029,130617296.00,375988,37.76,4.10,1.30
25-September-2019,134.00,134.45,128.15,129.25,131.910676960615671048,1383596,18114,182511085.00,584346,42.23,6.30,-4.75
24-September-2019,127.90,132.05,126.15,130.40,129.127790090813589957,953822,12298,123164927.00,271042,28.42,5.90,2.50
23-September-2019,126.65,128.40,126.00,126.90,127.160985509145677508,518879,5682,65981165.00,232018,44.72,2.40,0.25
20-September-2019,125.50,131.90,123.60,124.65,126.425115668003734479,1933335,18458,244422101.00,1122684,58.07,8.30,-0.85
19-September-2019,128.40,128.40,124.55,125.05,126.105909031927185995,323674,4876,40817204.00,118754,36.69,3.85,-3.35
18-September-2019,127.70,128.90,126.10,126.85,127.066133324517760624,362994,3656,46124244.00,120940,33.32,2.80,-0.85
17-September-2019,125.50,127.90,123.70,124.30,125.885032909772374074,437560,6314,55082255.00,161970,37.02,4.20,-1.20
16-September-2019,125.75,127.90,123.35,126.40,126.135556292957910336,756409,7563,95410070.00,334852,44.27,4.55,0.65
13-September-2019,134.00,135.00,130.55,131.60,132.888268434720008227,622304,9583,82696901.00,228563,36.73,4.45,-2.40
12-September-2019,129.95,135.85,129.10,133.00,133.298597739287350088,1305606,13201,174035449.00,342991,26.27,6.75,3.05
11-September-2019,129.25,130.00,128.50,128.75,129.223448017450185341,373635,5814,48282403.00,139444,37.32,1.50,-0.50
9-September-2019,129.50,130.50,128.35,129.05,129.391152211947013246,320080,4816,41415520.00,136388,42.61,2.15,-0.45
6-September-2019,129.90,131.65,129.25,129.90,130.458014146286599767,320084,5694,41757523.00,110325,34.47,2.40,0.00
5-September-2019,130.45,131.80,128.75,130.15,130.510005435941484042,332969,4483,43455786.00,108850,32.69,3.05,-0.30
4-September-2019,129.00,131.65,128.20,130.45,129.732083870794881707,522518,7717,67787349.00,150453,28.79,3.45,1.45
3-September-2019,131.35,133.40,127.25,128.05,130.817777301165633428,736681,8252,96370971.00,278304,37.78,6.15,-3.30
30-August-2019,128.50,133.80,127.10,132.80,130.889428400864768119,889487,8562,116424445.00,264490,29.74,6.70,4.30
29-August-2019,129.15,129.90,127.00,127.90,128.085027143941672754,418878,5707,53652000.00,134604,32.13,2.90,-1.25
28-August-2019,131.80,133.80,128.50,129.15,129.785516377373334844,935498,9077,121414091.00,327982,35.06,5.30,-2.65
27-August-2019,131.00,133.05,129.25,129.70,131.160243884058682191,570599,6752,74839904.00,264223,46.31,3.80,-1.30
26-August-2019,136.05,137.70,129.70,130.00,132.494969915586239522,811716,10205,107548287.00,442644,54.53,8.00,-6.05
23-August-2019,131.40,134.50,125.50,132.25,130.992974656902881358,1126066,12925,147506735.00,322018,28.60,9.00,0.85
22-August-2019,136.45,136.50,130.80,131.45,133.564345161029672904,532169,5986,71078804.00,212008,39.84,5.70,-5.00
21-August-2019,141.40,143.30,136.30,136.80,139.458374292735897582,699880,7449,97604127.00,251802,35.98,7.00,-4.60
20-August-2019,146.25,146.55,139.25,141.00,141.763310265105597242,782028,8692,110862878.00,262843,33.61,7.30,-5.25
19-August-2019,151.00,152.60,145.00,146.35,148.167046367944653988,1877353,16124,278161849.00,741645,39.50,7.60,-4.65
16-August-2019,138.65,143.95,135.30,143.50,142.035595056473426479,3074809,28498,436732326.00,1481047,48.17,8.65,4.85
14-August-2019,128.70,141.25,128.70,139.30,136.270876789312709756,3306507,24733,450580608.00,1497482,45.29,12.55,10.60
13-August-2019,138.90,139.30,127.00,127.95,131.596145551481314104,1748110,16065,230044538.00,968311,55.39,12.30,-10.95
9-August-2019,136.90,143.45,136.00,137.95,140.001460687977598787,4504042,27034,630572459.00,1280831,28.44,7.45,1.05
8-August-2019,133.50,137.00,133.10,135.95,135.173658730792511090,1728102,7851,233593870.00,1092566,63.22,3.90,2.45
7-August-2019,136.25,138.80,131.00,132.10,135.449352204498036350,1364551,10527,184827549.00,586919,43.01,7.80,-4.15
6-August-2019,124.90,132.90,124.00,132.25,129.873893480963701234,1234615,10251,160344257.00,409170,33.14,8.90,7.35
5-August-2019,127.10,128.35,122.70,125.45,125.685154984829287378,1929705,9615,242535272.00,1080826,56.01,5.65,-1.65
2-August-2019,137.65,140.00,127.35,129.40,134.001702836435310180,1558576,9942,208851838.00,717749,46.05,12.65,-8.25
1-August-2019,141.00,142.95,136.35,137.55,138.720093629171614102,998834,7683,138558346.00,505253,50.58,6.60,-3.45
31-July-2019,143.45,143.90,140.55,141.60,141.932805936820716987,775634,4952,110087910.00,368061,47.45,3.35,-1.85
30-July-2019,141.30,148.40,140.45,144.70,144.677505885495486767,4252828,23377,615288548.00,2780370,65.38,7.95,3.40
29-July-2019,142.10,144.00,140.50,141.05,141.812113970411359602,1143209,10785,162120885.00,752385,65.81,3.50,-1.05
26-July-2019,143.00,144.40,141.50,142.05,142.577208357481983643,1024902,13953,146127666.00,597686,58.32,2.90,-0.95
25-July-2019,144.90,145.95,142.50,143.00,143.734500439196780585,1468590,16615,211087050.00,943746,64.26,3.45,-1.90
24-July-2019,145.30,147.25,142.65,144.70,144.773289130756398738,2696977,23811,390450231.00,1246292,46.21,4.60,-0.60
23-July-2019,143.00,147.90,141.60,145.05,145.037617194686894273,2619786,30034,379967519.00,1137633,43.42,6.30,2.05
22-July-2019,145.00,145.45,140.85,143.05,142.946906863559682294,3050997,26106,436130584.00,1236781,40.54,4.60,-1.95
19-July-2019,144.85,147.90,136.50,141.00,142.007576059666789873,2608084,18307,370367687.00,995458,38.17,11.40,-3.85
18-July-2019,141.50,149.00,139.20,143.50,144.203042838129226822,4216524,39487,608035591.00,1731053,41.05,9.80,2.00
17-July-2019,132.30,144.40,132.30,141.95,139.185247494543765303,4578707,30034,637288467.00,1675356,36.59,12.10,9.65
16-July-2019,126.00,133.00,125.15,131.75,129.346838481252900334,3165583,21614,409458153.00,1788018,56.48,7.85,5.75
15-July-2019,125.00,127.20,123.50,126.25,125.749948129721560345,1373619,9384,172732518.00,683386,49.75,3.70,1.25
12-July-2019,122.50,125.80,121.25,124.80,123.518296785602776517,1963323,11864,242506313.00,768243,39.13,4.55,2.30
11-July-2019,120.00,122.35,119.50,120.05,120.143710286937617435,2894671,13675,347776514.00,1835992,63.43,2.85,0.05
10-July-2019,122.10,128.25,119.00,119.60,123.446848331294341860,6044655,57626,746193609.00,2292771,37.93,9.25,-2.50
9-July-2019,117.10,119.00,116.50,117.25,117.767990923498055035,610808,4928,71933631.00,228153,37.35,2.50,0.15
8-July-2019,121.00,121.00,116.10,117.05,118.381319455029796253,964383,7479,114164932.00,469049,48.64,4.90,-3.95
5-July-2019,123.50,126.95,120.75,121.80,124.087518814969379826,1472232,8886,182685616.00,494349,33.58,6.20,-1.70
4-July-2019,125.20,128.00,123.00,123.45,124.924315150369996182,2074616,11775,259169983.00,1123854,54.17,5.00,-1.75
3-July-2019,125.80,126.00,124.00,125.15,125.230857141535176451,864513,5170,108263704.00,475006,54.94,2.00,-0.65
2-July-2019,126.00,126.50,122.70,123.55,124.259072364006817909,609571,3736,75744727.00,298922,49.04,3.80,-2.45
1-July-2019,127.00,128.80,123.70,124.15,124.930982166030180564,2022825,6274,252713514.00,1302885,64.41,5.10,-2.85
28-June-2019,124.50,126.35,123.50,124.95,124.982776577927202467,808434,5061,101040326.00,316581,39.16,2.85,0.45
27-June-2019,130.50,131.50,123.85,124.35,126.968037061192848644,1666649,9053,211611152.00,1069308,64.16,7.65,-6.15
26-June-2019,125.40,132.00,125.30,129.25,129.749663933174945940,2024151,11918,262632912.00,740732,36.59,6.70,3.85
25-June-2019,122.45,127.45,121.50,125.20,125.192888703835979310,1392995,8324,174393068.00,450020,32.31,5.95,2.75
24-June-2019,124.50,126.30,121.45,122.85,123.919218175498929884,1093340,7133,135485838.00,386514,35.35,4.85,-1.65
21-June-2019,130.60,130.90,122.50,123.25,124.970091264763485263,2174114,12233,271699225.00,1204058,55.38,8.40,-7.35
20-June-2019,130.90,133.90,127.20,130.60,130.209623801462865161,1419543,9064,184838160.00,504409,35.53,6.70,-0.30
19-June-2019,139.00,139.20,128.90,130.25,133.379959525669246609,1408300,8915,187838997.00,637967,45.30,10.30,-8.75
18-June-2019,138.80,139.90,136.20,136.95,137.874903663769375312,1353333,8574,186590657.00,420391,31.06,3.70,-1.85
17-June-2019,138.65,138.85,132.20,133.60,135.837950783324320707,904287,5897,122836493.00,447535,49.49,6.65,-5.05
14-June-2019,142.00,142.00,138.20,139.15,139.810573066126623452,895237,7364,125163598.00,345625,38.61,3.80,-2.85
13-June-2019,143.55,146.80,141.50,142.25,144.139845793043145023,1852705,14641,267048613.00,587450,31.71,5.30,-1.30
12-June-2019,141.80,144.00,139.10,141.80,141.669865847437198324,891895,7268,126354645.00,305282,34.23,4.90,0.00
11-June-2019,138.70,147.50,135.20,141.80,141.808333674242774149,2273331,14608,322377281.00,602432,26.50,12.30,3.10
10-June-2019,145.10,145.75,137.10,137.65,140.164811263223250357,1267559,9274,177667168.00,653746,51.58,8.65,-7.45
7-June-2019,146.00,147.40,141.35,143.00,143.750990508533611981,1286208,10807,184893674.00,482981,37.55,6.05,-3.00
6-June-2019,150.50,152.50,145.10,146.25,148.997359686223918940,1711539,8384,255014792.00,965802,56.43,7.40,-4.25
4-June-2019,150.00,153.20,148.50,149.05,150.562832795232797676,1800469,10766,271083713.00,764885,42.48,4.70,-0.95
3-June-2019,150.00,156.90,148.00,152.05,152.878995286543182663,5938529,30596,907876347.00,2238535,37.70,8.90,2.05
31-May-2019,146.00,148.90,140.10,145.95,145.679498530320676348,3007799,14797,438174650.00,1380196,45.89,8.80,-0.05
30-May-2019,138.70,148.00,138.50,144.50,144.491223146002592122,2953564,16598,426764075.00,1107782,37.51,9.50,5.80
29-May-2019,140.00,144.30,138.30,140.05,140.823838782625012836,4060803,22474,571857867.00,1885084,46.42,6.00,0.05
28-May-2019,148.70,153.00,145.00,148.80,149.614848342175945692,9576921,50030,1432849583.00,3461881,36.15,8.00,0.10
27-May-2019,144.70,146.75,137.65,145.75,144.075870137714764750,4251396,23531,612523578.00,1923867,45.25,9.10,1.05
24-May-2019,135.00,142.00,133.30,141.55,137.687578068705891335,6077179,29996,836752058.00,3443522,56.66,8.70,6.55
23-May-2019,130.90,131.45,128.00,129.10,129.502363122893322401,1920975,15740,248770802.00,1124205,58.52,3.45,-1.80
22-May-2019,128.00,131.00,127.00,127.95,128.884745311277879585,1599423,11605,206141226.00,753679,47.12,4.00,-0.05
21-May-2019,127.55,131.35,126.10,126.65,128.243743369872701555,1357440,10066,174083187.00,579092,42.66,5.25,-0.90
20-May-2019,134.30,134.30,128.50,129.55,130.297953642717079792,1790010,10674,233234640.00,938256,52.42,5.80,-4.75
17-May-2019,131.80,131.90,124.85,125.90,128.360098596015135232,2608219,13014,334791248.00,1676436,64.28,7.05,-5.90
16-May-2019,133.00,135.50,129.55,132.25,132.499484362948326721,2792662,30086,370026275.00,977793,35.01,5.95,-0.75
15-May-2019,122.85,134.05,122.20,131.15,130.780319007001376094,5392797,36089,705271712.00,1658950,30.76,11.85,8.30
14-May-2019,118.30,124.70,114.70,121.90,120.906219875395845682,2758335,29501,333499858.00,1000358,36.27,10.00,3.60
13-May-2019,123.65,124.70,117.00,118.30,119.676173767833355856,2071960,20005,247964245.00,1029964,49.71,7.70,-5.35
10-May-2019,124.50,126.75,122.70,123.50,124.603510607625176769,1383863,12733,172434188.00,640918,46.31,4.05,-1.00
9-May-2019,126.30,127.90,123.35,124.00,124.861164524208002468,1684980,16622,210388565.00,930522,55.22,4.55,-2.30
8-May-2019,128.25,129.30,125.60,126.05,127.213613815071491687,1116983,7571,142095444.00,533974,47.80,3.70,-2.20
7-May-2019,132.90,133.65,127.50,128.25,130.454254723799399875,1777965,9808,231943099.00,865935,48.70,6.15,-4.65
6-May-2019,127.70,135.50,127.10,131.95,132.326445185033436251,3280272,17331,434066733.00,1111014,33.87,8.40,4.25
3-May-2019,129.80,131.90,129.00,130.10,130.285476871661577689,2307602,12941,300647027.00,780083,33.80,2.90,0.30
2-May-2019,128.60,131.40,126.75,127.75,129.059060113263986831,2485874,14417,320824562.00,781260,31.43,4.65,-0.85
30-April-2019,135.00,136.65,128.00,130.35,130.678839468950181357,2834461,18849,370404074.00,1280758,45.19,8.65,-4.65
26-April-2019,132.40,136.45,132.00,134.95,133.926993786069099641,3946938,20175,528601541.00,1764636,44.71,4.45,2.55
25-April-2019,127.00,133.45,126.80,131.50,131.479891144526001784,6355583,42564,835631361.00,1970293,31.00,6.65,4.50
24-April-2019,127.00,128.50,124.55,126.25,126.297387644977643535,2828712,22032,357258936.00,856211,30.27,3.95,-0.75
23-April-2019,125.40,130.40,120.70,127.25,126.175708544563506572,10354818,46452,1306526498.00,3273108,31.61,9.70,1.85
22-April-2019,140.00,141.70,124.50,125.15,131.657035448063230058,9129582,51556,1201973701.00,3323101,36.40,17.20,-14.85
18-April-2019,144.00,152.60,135.00,136.25,143.120727388847874489,21125372,115340,3023478607.00,7349162,34.79,17.60,-7.75
16-April-2019,123.85,135.80,123.50,132.70,130.050334480065606026,22914968,102369,2980099253.00,6817900,29.75,12.30,8.85
15-April-2019,113.20,120.00,113.20,119.35,117.638463474142839909,7709470,41195,906930205.00,3044941,39.50,6.80,6.15
12-April-2019,104.00,112.00,104.00,109.90,108.955067658720452300,9995829,50117,1089096225.00,2809736,28.11,8.00,5.90
11-April-2019,94.00,103.85,93.75,101.25,100.617962134650089770,7129843,30702,717390273.00,1859565,26.08,10.10,7.25
10-April-2019,95.90,97.00,93.90,94.45,95.585950214664006434,478655,2611,45752693.00,211554,44.20,3.10,-1.45
9-April-2019,96.35,96.40,93.00,95.35,94.606049678701346904,662779,5161,62702903.00,258357,38.98,3.40,-1.00
8-April-2019,97.00,97.80,96.00,96.70,97.024463258905234859,1071280,3950,103940367.00,709009,66.18,1.80,-0.30
5-April-2019,96.00,98.45,93.70,97.05,96.150087193550634665,1994987,12382,191818174.00,1142322,57.26,4.75,1.05
4-April-2019,96.90,98.00,93.55,94.15,95.476905598027719023,1916157,10023,182948741.00,906402,47.30,4.45,-2.75
3-April-2019,97.70,99.35,94.00,95.05,96.237695368802621595,3018010,28984,290446327.00,1878490,62.24,5.35,-2.65
2-April-2019,97.80,98.00,95.10,95.65,96.047506790913868267,810642,4020,77860143.00,374064,46.14,2.90,-2.15
1-April-2019,98.80,100.00,97.10,97.80,98.548078552277929680,1203988,5776,118650704.00,549435,45.63,2.90,-1.00
29-March-2019,98.95,99.75,96.75,97.75,98.301167030759097177,1688216,8479,165953603.00,736850,43.65,3.00,-1.20
28-March-2019,96.75,100.00,95.65,99.60,98.333519930674194775,3031483,16704,298096394.00,1345829,44.40,4.35,2.85
27-March-2019,92.00,97.50,91.20,96.30,95.048426668245348054,3243213,12633,308262293.00,1145216,35.31,6.30,4.30
26-March-2019,96.00,96.70,91.10,92.75,92.600555297561836298,5282213,22029,489135857.00,2163762,40.96,5.60,-3.25
25-March-2019,98.40,100.80,93.20,95.95,96.129634228600486558,4481679,20188,430822163.00,1211347,27.03,7.60,-2.45
22-March-2019,93.50,104.70,93.30,98.10,99.939480704756787066,13696640,54188,1368835089.00,4027655,29.41,11.40,4.60
20-March-2019,81.00,94.50,81.00,91.65,88.368904222215162056,8529859,28778,753774293.00,2622198,30.74,13.50,10.65
19-March-2019,78.20,80.00,77.65,78.75,78.768492639638923375,490533,4910,38638545.00,280818,57.25,2.35,0.55
18-March-2019,78.00,79.10,77.65,78.05,78.265172900128611103,482851,4630,37790417.00,264618,54.80,1.45,0.05
15-March-2019,80.15,81.00,77.05,77.90,78.939370462493179783,515013,3011,40654802.00,306559,59.52,3.95,-2.25
14-March-2019,76.50,80.15,76.00,79.65,78.986634941527869184,1758017,9879,138859847.00,860643,48.96,4.15,3.15
13-March-2019,74.00,77.90,72.50,77.15,75.717358732505819360,3462580,16377,262177412.00,1200582,34.67,5.40,3.15
12-March-2019,83.75,84.40,78.40,78.80,80.515544200499643449,1482257,10417,119344729.00,954600,64.40,6.00,-4.95
11-March-2019,83.45,85.90,82.75,83.20,84.023057821364319138,1905991,29797,160147192.00,1150259,60.35,3.15,-0.25
8-March-2019,82.85,83.95,82.55,83.55,83.195091967901732460,411611,1661,34244015.00,215546,52.37,1.40,0.70
