Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-September-2016,62.50,62.80,61.80,62.00,62.356737182675354222,1918146,4680,119609326.00,1145790,59.73,1.00,-0.50
27-September-2016,62.85,63.65,62.10,62.25,62.709357973917799882,1998221,5223,125307156.00,903739,45.23,1.55,-0.60
26-September-2016,63.30,65.00,62.50,62.65,63.693018116632077453,4074488,10143,259516438.00,1550766,38.06,2.50,-0.65
23-September-2016,62.05,64.60,61.40,63.25,63.213441956177437584,7037562,16328,444868517.00,2578597,36.64,3.20,1.20
22-September-2016,62.45,62.80,61.75,61.90,62.223909976282809448,2243942,5724,139626845.00,812368,36.20,1.05,-0.55
21-September-2016,62.30,62.85,61.35,61.65,62.191252444709435841,2747259,7716,170855478.00,980294,35.68,1.50,-0.65
20-September-2016,62.95,63.30,61.95,62.05,62.420366297210638395,1857235,5897,115929289.00,938914,50.55,1.35,-0.90
19-September-2016,64.35,64.65,62.25,62.75,63.578211730538246298,2968065,7564,188704265.00,1471655,49.58,2.40,-1.60
16-September-2016,63.45,64.90,61.60,63.95,63.515177178454219795,5798871,15288,368316319.00,2951478,50.90,3.30,0.50
15-September-2016,62.85,63.95,62.55,62.80,63.127743854902803588,3559545,9439,224706045.00,1337369,37.57,1.40,-0.05
14-September-2016,62.40,63.20,62.05,62.55,62.554642566325824506,3107010,9457,194357900.00,1352381,43.53,1.15,0.15
12-September-2016,60.50,63.60,59.10,61.40,61.897061593697981235,6895949,20812,426838980.00,2170299,31.47,4.50,0.90
9-September-2016,64.00,64.35,60.75,61.75,62.372526635868333216,12792900,29817,797925496.00,4530510,35.41,3.60,-2.25
8-September-2016,68.20,69.80,63.75,64.00,66.631486254859947867,22070710,51200,1470604210.00,11623949,52.67,6.05,-4.20
7-September-2016,56.75,67.60,56.00,65.30,63.410800672408372085,23465502,41899,1487966270.00,9264043,39.48,11.60,8.55
6-September-2016,57.75,58.40,55.50,56.35,56.869048802791991119,3680814,10036,209324391.00,2165838,58.84,2.90,-1.40
2-September-2016,58.40,58.70,57.30,57.50,57.782314066345294166,1627395,5158,94034649.00,941575,57.86,1.40,-0.90
1-September-2016,59.90,60.70,58.00,58.25,59.436269155994931089,3176225,8288,188782964.00,1535377,48.34,2.70,-1.65
31-August-2016,58.40,60.10,58.00,58.95,59.250773778455120849,3824092,8144,226580410.00,1458831,38.15,2.10,0.55
30-August-2016,58.35,58.75,58.00,58.20,58.357045521859253086,1522719,3912,88861382.00,603423,39.63,0.75,-0.15
29-August-2016,58.65,59.20,58.00,58.15,58.520070313372917391,1270882,4382,74372104.00,564232,44.40,1.20,-0.50
26-August-2016,59.00,59.30,58.00,58.10,58.388362184919410957,1349377,4013,78787913.00,699757,51.86,1.30,-0.90
25-August-2016,59.50,59.60,58.70,58.90,59.027329448689011241,1270644,3759,75002722.00,576884,45.40,0.90,-0.60
24-August-2016,59.70,59.90,58.90,59.15,59.303334282518295840,1664586,4080,98715500.00,698611,41.97,1.00,-0.55
23-August-2016,60.00,60.55,59.15,59.50,59.979974044852124578,2553636,6833,153167021.00,784729,30.73,1.40,-0.50
22-August-2016,59.30,60.20,58.65,59.35,59.610712838158314576,2319180,6286,138247973.00,767153,33.08,1.55,0.05
19-August-2016,59.70,59.80,58.55,58.70,59.013509499578302412,1844924,5850,108875440.00,907116,49.17,1.25,-1.00
18-August-2016,60.75,60.80,57.60,59.15,59.518743037058401054,2829264,7660,168394237.00,993751,35.12,3.20,-1.60
17-August-2016,61.20,61.70,60.10,60.30,60.856052983716742593,2542366,6259,154718360.00,928243,36.51,1.60,-0.90
16-August-2016,58.95,61.90,57.00,60.80,59.677018954064840732,6104126,15842,364276043.00,1773755,29.06,4.90,1.85
12-August-2016,59.00,60.45,58.80,59.05,59.447864437662858926,2511376,7135,149295940.00,1041214,41.46,1.65,0.05
11-August-2016,60.70,61.20,58.10,59.30,60.009960763832111829,2458446,7210,147531248.00,1150504,46.80,3.10,-1.40
10-August-2016,60.05,62.10,60.05,60.35,60.926863168622559570,3155592,7736,192260322.00,1326899,42.05,2.05,0.30
9-August-2016,62.30,62.50,60.35,60.80,61.389729790091651592,2301433,6963,141284350.00,1224626,53.21,2.15,-1.50
8-August-2016,62.70,63.25,62.10,62.30,62.513293719573930864,2327979,6004,145529635.00,832582,35.76,1.15,-0.40
5-August-2016,61.60,62.95,61.60,62.35,62.399971821413533330,3101646,7303,193542623.00,1115920,35.98,1.35,0.75
4-August-2016,62.65,62.95,61.10,61.40,61.810219414070999202,3047161,9176,188345690.00,1481032,48.60,1.85,-1.25
3-August-2016,62.70,63.80,61.80,62.15,62.922028183230366768,5334094,12929,335632013.00,2012852,37.74,2.00,-0.55
2-August-2016,64.90,64.95,62.00,62.55,63.323694966460856168,5191993,13435,328776181.00,2622934,50.52,2.95,-2.35
1-August-2016,68.25,68.30,64.00,65.15,65.919794032934022099,6335576,14804,417639865.00,3064904,48.38,4.30,-3.10
29-July-2016,66.85,69.60,66.85,68.00,68.214445122373156991,14552497,30425,992690508.00,4470737,30.72,2.75,1.15
28-July-2016,66.70,68.30,65.70,66.55,67.163295761879557794,6814837,17112,457706913.00,2547385,37.38,2.60,-0.15
27-July-2016,62.00,66.75,62.00,66.25,65.236842186299725432,11365889,25959,741474707.00,4311979,37.94,4.75,4.25
26-July-2016,63.75,63.80,61.85,62.05,62.903640616688880993,2434615,6388,153146147.00,1497952,61.53,1.95,-1.70
25-July-2016,63.30,64.35,62.75,63.40,63.590540394011054431,2849717,6955,181215044.00,990050,34.74,1.60,0.10
22-July-2016,62.50,64.10,62.00,63.05,63.133859375790885329,3595654,9180,227007514.00,1013570,28.19,2.10,0.55
21-July-2016,63.60,63.70,62.10,62.35,62.809349480277445832,1791629,5200,112531052.00,1007965,56.26,1.60,-1.25
20-July-2016,63.15,63.85,62.90,63.40,63.514920253139601364,2028920,5198,128866692.00,729071,35.93,0.95,0.25
19-July-2016,62.80,63.70,62.00,62.90,62.983524105576839667,2208742,6549,139114355.00,838340,37.96,1.70,0.10
18-July-2016,64.20,65.00,62.40,62.60,63.612895127644051195,3441641,9791,218932748.00,1560123,45.33,2.60,-1.60
15-July-2016,65.75,65.75,63.90,64.05,64.564612504213980105,2153546,6622,139042863.00,1210310,56.20,1.85,-1.70
14-July-2016,65.20,66.35,65.00,65.45,65.593110100815142762,2352226,6267,154289819.00,856005,36.39,1.35,0.25
13-July-2016,66.00,66.35,64.60,64.80,65.251625431451381626,2545478,6366,166096577.00,1271453,49.95,1.75,-1.20
12-July-2016,66.50,67.15,65.65,65.85,66.398778442453753485,3229811,7687,214455505.00,1149247,35.58,1.50,-0.65
11-July-2016,66.65,67.45,65.75,66.10,66.557896673201659115,3968380,9782,264127026.00,1344004,33.87,1.70,-0.55
8-July-2016,65.95,67.00,65.20,65.85,66.209142539540823318,4195727,9981,277795487.00,1421571,33.88,1.80,-0.10
7-July-2016,66.35,66.75,65.30,65.55,66.014703126051413181,3046495,8099,201113463.00,1210345,39.73,1.45,-0.80
5-July-2016,66.95,67.30,65.25,65.50,66.416232567729609124,5208874,12149,345953787.00,2073097,39.80,2.05,-1.45
4-July-2016,64.50,67.10,64.00,66.70,65.926475171225059597,9090521,20828,599306007.00,2659070,29.25,3.10,2.20
1-July-2016,65.00,65.65,64.00,64.45,64.786486643236962224,3931192,10885,254688118.00,1299339,33.05,1.65,-0.55
30-June-2016,65.60,66.00,64.50,64.90,65.280532740044203526,2524233,7334,164783275.00,1183681,46.89,1.50,-0.70
29-June-2016,65.50,66.00,64.65,65.00,65.335360698933756335,2650895,7398,173197181.00,936895,35.34,1.35,-0.50
28-June-2016,65.35,66.50,64.90,65.10,65.630958492685857537,3432118,9795,225253194.00,1190111,34.68,1.60,-0.25
27-June-2016,64.70,65.90,64.60,64.90,65.349072965845785256,3888422,16521,254104773.00,1776502,45.69,1.30,0.20
24-June-2016,61.70,64.65,59.40,64.30,62.508650488009343786,9257917,25273,578699898.00,3216495,34.74,5.25,2.60
23-June-2016,65.20,65.45,63.30,63.75,64.110290550189234148,4942554,14928,316868573.00,2362456,47.80,2.15,-1.45
22-June-2016,67.40,67.75,65.00,65.25,66.268209716382920038,5043173,14559,334202046.00,1855613,36.79,2.75,-2.15
21-June-2016,69.30,71.70,66.80,67.05,69.599719020675132473,17056771,51732,1187146469.00,6592901,38.65,4.90,-2.25
20-June-2016,64.00,69.80,63.95,69.30,67.613147174070653938,24059041,59047,1626707480.00,6824885,28.37,5.85,5.30
17-June-2016,65.80,66.25,63.80,64.55,65.079563329235711149,2956186,8389,192387294.00,1144724,38.72,2.45,-1.25
16-June-2016,67.00,67.05,64.80,65.20,65.943367585783049729,5380929,15458,354836579.00,1917385,35.63,2.25,-1.80
15-June-2016,64.70,67.50,64.65,66.40,66.404966068498709371,18423588,51575,1223417736.00,5299187,28.76,2.85,1.70
14-June-2016,63.30,64.80,62.70,64.15,63.821382381088116004,5595635,12458,357121161.00,1632156,29.17,2.10,0.85
13-June-2016,61.90,63.55,61.80,63.10,62.739290453559635995,4977405,12502,312278858.00,1619110,32.53,1.75,1.20
10-June-2016,64.70,65.25,63.35,63.75,64.342025785748511660,7005963,19243,450777852.00,2522464,36.00,1.90,-0.95
9-June-2016,61.80,65.00,61.10,64.15,63.353967904081442913,14122481,28462,894715208.00,3021987,21.40,3.90,2.35
8-June-2016,62.35,62.70,60.30,61.90,61.491242968988381229,9871268,24360,606996539.00,3032166,30.72,2.40,-0.45
7-June-2016,64.70,64.90,62.20,62.35,63.152534965313415225,6278508,17587,396503696.00,2746456,43.74,2.70,-2.35
6-June-2016,64.20,67.25,62.00,64.85,64.913371579492671073,8049610,22257,522527325.00,2109554,26.21,5.25,0.65
3-June-2016,67.85,68.00,63.65,64.10,65.193297664201894780,7238939,19386,471930305.00,3937068,54.39,4.35,-3.75
2-June-2016,68.50,68.60,67.25,67.75,67.890926762573596849,3832535,9080,260194353.00,1029483,26.86,1.35,-0.75
1-June-2016,68.50,69.65,67.65,68.35,68.748463266621407375,7907032,18156,543596299.00,2428222,30.71,2.00,-0.15
31-May-2016,68.10,69.40,66.55,68.25,67.654520536524547685,8971966,23402,606994058.00,3187774,35.53,2.85,0.15
30-May-2016,66.00,68.70,66.00,67.65,67.628064497033851542,6723534,16387,454699591.00,1722174,25.61,2.70,1.65
27-May-2016,68.90,69.70,65.90,66.50,68.069599545147960835,8213660,21214,559100547.00,3029177,36.88,3.80,-2.40
26-May-2016,69.95,70.00,67.00,67.95,68.296173223375487155,8046720,22111,549560183.00,2785403,34.62,3.00,-2.00
25-May-2016,69.80,70.80,66.60,70.10,69.254601329285562344,9656014,26837,668723400.00,2412017,24.98,4.20,0.30
24-May-2016,72.95,73.15,67.20,68.80,69.471485712197125414,8317304,24826,577815466.00,2842989,34.18,5.95,-4.15
23-May-2016,71.90,74.00,71.50,72.70,72.987629920992516356,7010222,20260,511659489.00,2449141,34.94,2.50,0.80
20-May-2016,77.00,78.40,70.80,71.30,73.959729468775065299,22613434,57023,1672483461.00,8531315,37.73,7.60,-5.70
19-May-2016,83.70,85.60,77.50,79.55,82.415207575249268858,19920559,40232,1641757005.00,7237344,36.33,8.10,-4.15
18-May-2016,81.20,84.15,80.10,83.40,82.859030140058476929,14607470,30553,1210360797.00,4761338,32.60,4.05,2.20
17-May-2016,82.90,83.45,80.75,81.30,82.231521839052744367,9953385,23338,818481996.00,3634860,36.52,2.70,-1.60
16-May-2016,78.20,82.85,77.20,82.15,80.418481542699724517,13385625,28923,1076451637.00,5215519,38.96,5.65,3.95
13-May-2016,78.50,79.40,77.65,78.15,78.595095190905645448,6738774,13932,529634584.00,2088964,31.00,1.75,-0.35
12-May-2016,78.85,79.10,76.40,78.50,77.874739845366565820,6814697,15629,530692756.00,2058496,30.21,2.70,-0.35
11-May-2016,76.10,79.60,75.50,78.45,78.430500525497954160,10284531,21915,806620914.00,3107769,30.22,4.10,2.35
10-May-2016,76.00,77.90,75.60,77.05,76.853416488978666596,7839115,16762,602462770.00,2684455,34.24,2.30,1.05
9-May-2016,74.00,76.00,72.70,75.60,74.824798142215785506,7421314,16731,555298322.00,2320718,31.27,3.30,1.60
6-May-2016,74.50,75.50,73.70,73.90,74.507636439325742853,4141328,9439,308560561.00,1206861,29.14,1.80,-0.60
5-May-2016,75.50,75.70,73.70,74.05,74.498484946152856163,4483339,8884,334001963.00,1403456,31.30,2.00,-1.45
4-May-2016,74.75,76.10,74.10,74.80,75.111304617604058000,6446525,14750,484206903.00,1557389,24.16,2.00,0.05
3-May-2016,75.60,76.60,74.40,74.80,75.551376175493385367,5848927,15978,441894484.00,1712703,29.28,2.20,-0.80
2-May-2016,72.90,75.75,72.20,74.80,74.368898329220100974,5502161,14919,409189652.00,1824741,33.16,3.55,1.90
29-April-2016,76.10,77.00,72.20,74.00,74.707248767747350453,6575559,15858,491241922.00,2408029,36.62,4.80,-2.10
28-April-2016,77.45,79.35,75.35,75.90,77.442952526008622616,9032293,20013,699487438.00,3544605,39.24,4.00,-1.55
27-April-2016,75.20,78.40,74.75,77.45,77.037044518891307941,13811193,30291,1063973490.00,4546630,32.92,3.65,2.25
26-April-2016,69.75,76.80,69.50,74.90,73.941730796562275318,17224416,48201,1273603131.00,6149105,35.70,7.30,5.15
25-April-2016,69.55,70.15,68.25,69.35,69.213134107947485474,4163191,10594,288147497.00,1233148,29.62,1.90,-0.20
22-April-2016,69.75,70.70,69.30,69.45,69.823510409241554662,3402025,8010,237541328.00,1482260,43.57,1.40,-0.30
21-April-2016,70.45,71.80,69.10,69.45,70.106156821894343816,4156690,11153,291409561.00,1586022,38.16,2.70,-1.00
20-April-2016,72.80,72.85,70.80,70.95,71.563706420920148033,4110143,10126,294137067.00,1816574,44.20,2.05,-1.85
18-April-2016,72.00,73.30,72.00,72.55,72.680494508537305396,4694924,11789,341229398.00,1875065,39.94,1.30,0.55
13-April-2016,73.00,73.40,70.30,70.80,71.794681277328275469,6276695,14686,450633317.00,2520661,40.16,3.10,-2.20
12-April-2016,72.00,73.85,72.00,72.85,73.201098711218890206,5370656,12592,393137920.00,1764996,32.86,1.85,0.85
11-April-2016,72.20,72.65,71.60,72.30,72.162674256668024161,5792533,12878,418004672.00,2007208,34.65,1.05,0.10
8-April-2016,69.65,72.65,69.40,71.45,71.476524352250157325,7735548,18229,552910085.00,2034797,26.30,3.25,1.80
7-April-2016,70.40,70.95,68.90,69.65,69.912757842470536484,7661170,16306,535613523.00,2078315,27.13,2.05,-0.75
6-April-2016,69.35,71.20,69.25,70.75,70.267688152044455155,9161952,20700,643789186.00,2742176,29.93,1.95,1.40
5-April-2016,68.20,70.20,67.50,68.70,68.954780316383414104,11731462,25188,808940385.00,3158491,26.92,2.70,0.50
4-April-2016,66.50,68.85,66.50,68.25,67.973463611097791107,8612777,20069,585440284.00,2792176,32.42,2.35,1.75
1-April-2016,62.70,66.90,62.70,65.95,65.583145326593497284,7580402,17550,497146606.00,1982341,26.15,4.20,3.25
31-March-2016,64.40,65.00,62.90,63.95,63.962089276175270564,4695004,10237,300302265.00,2032113,43.28,2.10,-0.45
30-March-2016,63.70,64.90,63.70,64.35,64.332719326759851193,3267066,8164,210179240.00,1366056,41.81,1.20,0.65
29-March-2016,64.50,64.80,62.10,63.15,63.568170768198268311,5861794,14240,372623522.00,2004379,34.19,2.70,-1.35
28-March-2016,65.65,67.40,63.55,64.40,65.849609792590115701,8923972,22878,587640074.00,2983893,33.44,3.85,-1.25
23-March-2016,61.30,65.85,61.00,65.05,64.090671520350009256,14822008,39782,949952446.00,4040480,27.26,4.85,3.75
22-March-2016,60.70,62.45,60.10,61.10,61.365574094783402747,6005524,15844,368532428.00,2234245,37.20,2.35,0.40
21-March-2016,57.00,60.85,57.00,60.45,59.313246259649554894,8575266,24684,508626864.00,2798745,32.64,3.85,3.45
18-March-2016,57.90,57.90,55.90,56.55,56.670665704885463043,5274935,13800,298934078.00,2023506,38.36,2.00,-1.35
17-March-2016,60.00,60.35,57.50,57.80,58.947499321324664569,4011491,12732,236467363.00,1681562,41.92,2.85,-2.20
16-March-2016,61.25,61.45,59.25,59.70,60.134390387528667731,4012787,11467,241306500.00,1208895,30.13,2.20,-1.55
15-March-2016,60.80,62.10,58.50,60.70,60.686345889568503025,9760277,27072,592315546.00,2592708,26.56,3.60,-0.10
14-March-2016,61.00,61.00,55.15,59.00,58.389464578378915687,16066049,47372,938087999.00,4193399,26.10,5.85,-2.00
11-March-2016,64.50,65.20,60.60,61.75,63.062839990700629996,8564021,21646,540071486.00,2307424,26.94,4.60,-2.75
10-March-2016,65.10,65.75,63.85,64.05,64.909934829937478856,5707989,14098,370505194.00,1617960,28.35,1.90,-1.05
9-March-2016,63.45,65.00,62.80,63.80,64.136223009757726753,6096092,14866,390980316.00,1860967,30.53,2.20,0.35
8-March-2016,65.70,65.90,63.35,63.75,64.588665163161043862,5431750,16728,350829482.00,2074179,38.19,2.55,-1.95
4-March-2016,65.90,68.25,64.05,66.05,66.704337396467072314,9716474,25657,648130960.00,2499236,25.72,4.20,0.15
3-March-2016,65.50,66.60,64.80,65.45,65.513246449326226195,5929438,15865,388456733.00,1804815,30.44,1.80,-0.05
2-March-2016,64.00,65.90,63.75,64.70,64.847920492242999658,8770465,20705,568746417.00,2417644,27.57,2.15,0.70
1-March-2016,59.90,63.35,59.35,62.75,62.040994066242521036,11413847,28276,708126414.00,2871163,25.16,4.00,2.85
29-February-2016,64.00,64.75,60.15,62.10,62.382650010047482503,14112988,34722,880405591.00,3947459,27.97,4.60,-1.90
26-February-2016,65.40,66.10,62.75,64.30,64.544460962326019676,10067877,26444,649825694.00,1989812,19.76,3.35,-1.10
25-February-2016,66.80,67.35,64.25,64.60,65.612749475205010317,5282539,15255,346601908.00,1492576,28.25,3.10,-2.20
24-February-2016,66.70,68.30,66.00,66.40,67.188212013828487446,5454248,14444,366461171.00,1213186,22.24,2.30,-0.30
23-February-2016,68.30,69.30,66.50,67.00,68.084065325297520383,7547214,21076,513845011.00,1569131,20.79,2.80,-1.30
22-February-2016,69.00,69.40,67.50,68.35,68.454180303614300340,4467642,13048,305828771.00,1125870,25.20,1.90,-0.65
19-February-2016,67.90,69.70,67.60,68.40,68.613029236362736510,9051981,26562,621083837.00,2395953,26.47,2.10,0.50
18-February-2016,68.50,69.30,65.20,65.70,67.054148555308282801,7659558,23305,513605140.00,2170124,28.33,4.10,-2.80
17-February-2016,67.00,68.30,63.20,67.85,65.841856206690560187,13360107,35142,879654244.00,2858164,21.39,5.10,0.85
16-February-2016,70.75,71.10,66.50,66.85,67.868128505828279233,8481234,24600,575605479.00,2340136,27.59,4.60,-3.90
15-February-2016,70.00,72.50,69.40,70.00,71.008272111545484245,11279345,31352,800926799.00,3491975,30.96,3.10,0.00
12-February-2016,68.00,73.80,63.00,68.25,67.939509428832969342,29148146,70213,1980310740.00,6623691,22.72,10.80,0.25
11-February-2016,75.95,76.45,68.25,68.85,71.504258653367502370,15415906,40956,1102302930.00,3877369,25.15,8.20,-7.10
10-February-2016,75.95,77.70,74.50,76.05,76.295481502619574953,11599210,32382,884967312.00,2470946,21.30,3.20,0.10
9-February-2016,75.20,76.40,74.20,75.35,75.379955113688737373,10078351,27857,759705646.00,1988219,19.73,2.20,0.15
8-February-2016,80.40,81.70,77.00,77.55,79.554284576892328716,13117713,38001,1043570273.00,3467741,26.44,4.70,-2.85
5-February-2016,76.40,80.60,72.30,78.85,77.482840207736500825,21011618,60652,1628039840.00,3253836,15.49,8.30,2.45
4-February-2016,83.50,84.80,72.00,75.95,78.003959778017960052,24668302,67952,1924225237.00,5706225,23.13,12.80,-7.55
3-February-2016,85.80,88.65,82.20,82.85,84.874935980543799212,21001428,51223,1782494857.00,4563992,21.73,6.45,-2.95
2-February-2016,89.90,90.50,86.75,87.25,88.741037468068643678,12860791,35524,1141279936.00,3014496,23.44,3.75,-2.65
1-February-2016,92.65,94.20,89.25,90.00,91.344748227170854443,16741461,43886,1529244540.00,5793067,34.60,4.95,-2.65
29-January-2016,90.70,90.90,85.65,87.30,87.421876802311980109,18483204,52435,1615836383.00,4378205,23.69,5.25,-3.40
28-January-2016,92.70,95.30,86.50,90.25,91.110664243972955278,36076097,113420,3286917161.00,7477266,20.73,8.80,-2.45
27-January-2016,80.00,91.30,80.00,90.20,87.333872987751574900,42904618,124209,3747026459.00,12072365,28.14,11.30,10.20
25-January-2016,77.25,81.40,75.00,78.80,78.322871220286735271,39528726,94303,3096003316.00,11081366,28.03,6.40,1.55
22-January-2016,75.50,77.50,63.30,70.85,70.269691072932377085,54060462,134760,3798811964.00,11016394,20.38,14.20,-4.65
21-January-2016,73.80,76.40,73.10,74.60,74.448865793420961066,13062303,31118,972473643.00,3399690,26.03,3.30,0.80
20-January-2016,69.00,73.40,68.10,71.70,70.641846573296786473,20225723,49542,1428782421.00,3686563,18.23,5.30,2.70
19-January-2016,65.30,72.40,62.50,71.55,68.504818316549933713,25204965,55999,1726661548.00,5104085,20.25,9.90,6.25
18-January-2016,72.80,73.40,62.65,64.10,67.611388836768123388,16697333,35404,1128929874.00,4930418,29.53,10.75,-8.70
15-January-2016,78.80,80.25,72.70,73.75,76.882101347461556919,10806171,26414,830801134.00,3348979,30.99,7.55,-5.05
14-January-2016,76.20,79.50,75.00,77.85,77.570656832404733198,11172911,26423,866690045.00,2643065,23.66,4.50,1.65
13-January-2016,82.30,83.95,74.70,78.90,79.534916723139254785,22744073,47564,1808947952.00,5620972,24.71,9.25,-3.40
12-January-2016,81.60,83.20,80.85,81.15,82.198474359393196853,10958282,23419,900754062.00,2742660,25.03,2.35,-0.45
11-January-2016,80.75,81.70,79.10,80.55,80.548316796318052156,8096584,20085,652166213.00,2035705,25.14,2.60,-0.20
8-January-2016,82.50,83.50,81.10,81.45,82.292960444614695275,8460719,19227,696257614.00,2393640,28.29,2.40,-1.05
7-January-2016,81.40,83.90,77.55,81.50,81.734283086693696509,25398594,58664,2075935872.00,5069199,19.96,6.35,0.10
6-January-2016,82.85,84.50,81.80,82.40,83.065980312086028431,12220797,27564,1015132483.00,3229873,26.43,2.70,-0.45
5-January-2016,82.20,83.40,80.80,82.10,82.167920348280561408,10321334,24026,848082550.00,2766270,26.80,2.60,-0.10
4-January-2016,81.80,85.50,80.20,81.40,82.065861534688545419,21684478,49162,1779555369.00,5978717,27.57,5.30,-0.40
1-January-2016,75.85,85.90,75.85,82.35,81.782906149855988555,48307619,113978,3950737471.00,11077866,22.93,10.05,6.50
31-December-2015,72.90,75.65,72.30,75.25,74.567644981863435884,21102674,37517,1573576703.00,5848488,27.71,3.35,2.35
30-December-2015,73.30,73.50,71.50,72.75,72.625399166716485861,8698120,17270,631704437.00,2738910,31.49,2.00,-0.55
29-December-2015,72.90,74.30,72.35,72.80,73.215766927517499621,11738254,22287,859425269.00,3809312,32.45,1.95,-0.10
28-December-2015,69.95,72.75,69.75,72.20,71.486931060041632397,18239161,32415,1303861645.00,6314212,34.62,3.00,2.25
24-December-2015,70.40,71.10,68.70,69.35,69.843653644984155369,8344467,17932,582808063.00,2557927,30.65,2.40,-1.05
23-December-2015,68.30,71.25,68.00,69.90,69.818171800463479756,15427211,27764,1077099668.00,4657938,30.19,3.25,1.60
22-December-2015,68.25,69.40,67.60,68.30,68.560721370542075662,9878252,17477,677260083.00,2595246,26.27,1.80,0.05
21-December-2015,67.50,69.70,67.00,68.05,68.420138723850283678,8057879,16048,551321199.00,2375540,29.48,2.70,0.55
18-December-2015,67.65,68.50,66.80,67.25,67.724932924588076398,9389059,19417,635873391.00,2450658,26.10,1.70,-0.40
17-December-2015,67.45,68.60,66.40,67.60,67.558302728348915464,8582480,17910,579817782.00,2659537,30.99,2.20,0.15
16-December-2015,68.40,69.60,66.00,66.55,68.144167456195455289,13983024,29096,952861529.00,4523681,32.35,3.60,-1.85
15-December-2015,63.60,68.20,63.30,67.75,66.165993304074399753,18372964,39041,1215665413.00,5231132,28.47,4.90,4.15
14-December-2015,63.30,64.60,62.30,63.20,63.663077024452777744,11685380,30138,743927247.00,3813974,32.64,2.30,-0.10
11-December-2015,67.40,67.45,63.30,63.70,64.953745858981851148,9947131,34242,646103419.00,3985027,40.06,4.15,-3.70
10-December-2015,67.40,67.85,62.50,67.10,65.944327809747208141,17481457,38873,1152802931.00,3111887,17.80,5.35,-0.30
9-December-2015,69.50,70.30,65.00,65.75,67.450113795078966981,9745149,22958,657311409.00,,,5.30,-3.75
8-December-2015,71.00,71.80,69.00,69.45,70.712737445127269875,11360151,26611,803307375.00,3241394,28.53,2.80,-1.55
7-December-2015,68.60,72.00,68.40,69.85,70.224760131356130876,11495771,26328,807287761.00,3942559,34.30,3.60,1.25
4-December-2015,68.25,69.80,67.30,67.80,68.602063446227271850,8505092,23324,583466861.00,2455719,28.87,2.50,-0.45
3-December-2015,71.60,73.65,68.00,68.65,71.229135481878587976,17745030,39510,1263963146.00,6290901,35.45,5.65,-2.95
2-December-2015,67.60,73.25,65.35,71.95,70.544562147805298304,31029889,62311,2188989933.00,8402039,27.08,7.90,4.35
1-December-2015,68.45,69.00,66.65,67.10,67.839096883199055540,7210053,16443,489123484.00,2443593,33.89,2.35,-1.35
30-November-2015,66.00,68.85,66.00,67.70,67.851740673527279458,9550556,22006,648021849.00,3094935,32.41,2.85,1.70
27-November-2015,68.50,69.45,64.05,65.50,66.198898976287360554,15855426,38406,1049611744.00,5155347,32.51,5.40,-3.00
26-November-2015,69.90,71.00,68.15,68.90,69.152485806010692715,13126507,31335,907730589.00,3588451,27.34,2.85,-1.00
24-November-2015,69.50,72.50,66.40,69.05,69.689048724784561036,35169822,76749,2450951439.00,8455561,24.04,6.10,-0.45
23-November-2015,62.90,69.75,62.80,68.85,67.409623324993268382,36878210,77089,2485946245.00,9158727,24.84,6.95,5.95
20-November-2015,57.50,65.40,55.30,62.30,61.316373753907918662,51582765,104489,3162868098.00,9080884,17.60,10.10,4.80
19-November-2015,53.25,57.50,52.80,57.20,55.999444967138725063,27751510,54900,1554069157.00,7968819,28.71,4.70,3.95
18-November-2015,47.40,54.40,46.25,52.55,51.605859401115012817,39623401,68609,2044799661.00,12854820,32.44,8.15,5.15
17-November-2015,47.60,48.75,47.30,48.00,48.104232083137418159,7292697,12194,350809589.00,2260065,30.99,1.45,0.40
16-November-2015,48.10,48.50,46.85,47.40,47.580407735966308043,6092374,11564,289877639.00,2340749,38.42,1.65,-0.70
13-November-2015,48.25,49.70,47.00,48.45,48.298824821529120595,17665487,28762,853222262.00,6614331,37.44,2.70,0.20
11-November-2015,49.40,50.50,49.25,49.90,49.960147416987283785,4136294,8553,206649858.00,1949571,47.13,1.25,0.50
10-November-2015,51.70,53.30,47.90,48.50,50.308028104813409061,26393913,45825,1327825717.00,7465258,28.28,5.40,-3.20
9-November-2015,43.30,51.65,43.05,51.10,49.154654078234605750,20067948,32410,986433042.00,5948294,29.64,8.60,7.80
6-November-2015,46.50,47.60,45.60,46.70,46.760830868470881420,6505434,12688,304199499.00,1673649,25.73,2.00,0.20
5-November-2015,47.50,48.35,45.80,46.05,46.985600759803395505,5590920,10979,262692735.00,2181972,39.03,2.55,-1.45
4-November-2015,48.90,50.35,47.05,48.05,49.050990536223862306,12679294,20363,621931930.00,3224712,25.43,3.30,-0.85
3-November-2015,49.80,50.40,47.50,48.00,48.740999472808772276,10371948,20298,505539112.00,3201306,30.87,2.90,-1.80
2-November-2015,47.60,50.90,47.20,49.50,49.640854672969148069,27530109,52261,1366618140.00,8707387,31.63,3.70,1.90
30-October-2015,43.80,47.40,43.10,46.75,45.447967340866980056,24055017,44857,1093251627.00,7836732,32.58,4.30,2.95
